Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
Agent,CurrentDate,Action,Response
wps01PeasantFamily1,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
Agent,CurrentDate,Action,Response
wps01PeasantFamily2,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
Agent,CurrentDate,Action,Response
wps01PeasantFamily1,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,02/01/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,23/05/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,23/05/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily2,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,02/06/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily6,02/06/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily4,03/08/2026,BUY_SEEDS,SEEDS
wps01PeasantFamily2,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily2,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily5,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily5,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily1,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily1,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily3,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily4,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
wps01PeasantFamily6,24/11/2026,SELL_CROP,SOLD_CROP
wps01PeasantFamily3,24/11/2026,ASK_FOR_PRICE_LIST,PRICE_LIST
